iter	Accuracy	Logloss
877	0.9999440575	0.009805224047
878	0.9999440575	0.009764818131
879	0.9999440575	0.009738664061
880	0.9999440575	0.009727969756
881	0.9999440575	0.00972795672
882	0.9999440575	0.009727926458
883	0.9999440575	0.009718782985
884	0.9999440575	0.009678233006
885	0.9999440575	0.009678222617
886	0.9999440575	0.009672395299
887	0.9999440575	0.009647491762
888	0.9999440575	0.009625308019
889	0.9999440575	0.009625173541
890	0.9999440575	0.009595977832
891	0.9999440575	0.009580686843
892	0.9999440575	0.009562684673
893	0.9999440575	0.009492657905
894	0.9999440575	0.009475291797
895	0.9999440575	0.009475260302
896	0.9999440575	0.009467128317
897	0.9999440575	0.00945300404
898	0.9999440575	0.009448752053
899	0.9999440575	0.009448669871
900	0.9999440575	0.009427467841
901	0.9999440575	0.009386747428
902	0.9999440575	0.009386566704
903	0.9999440575	0.009351869173
904	0.9999440575	0.00930467497
905	0.9999440575	0.009276855469
906	0.9999440575	0.00924798217
907	0.9999440575	0.0092301568
908	0.9999440575	0.009210249783
909	0.9999440575	0.009210219468
910	0.9999440575	0.009210152931
911	0.9999440575	0.00921004889
912	0.9999440575	0.00920671277
913	0.9999440575	0.009206694869
914	0.9999440575	0.009206681261
915	0.9999440575	0.009206658171
916	0.9999440575	0.009190329042
917	0.9999440575	0.009177769262
918	0.9999440575	0.00917772796
919	0.9999440575	0.009177568113
920	0.9999440575	0.009170581973
921	0.9999440575	0.009170465356
922	0.9999440575	0.00917044542
923	0.9999440575	0.009163822069
924	0.9999440575	0.009163822069
925	0.9999440575	0.009154141893
926	0.9999440575	0.009129255893
927	0.9999440575	0.009129247445
928	0.9999440575	0.009129205376
929	0.9999440575	0.009129164691
930	0.9999440575	0.009110934874
931	0.9999440575	0.009092493512
932	0.9999440575	0.009092435995
933	0.9999440575	0.009092255989
934	0.9999440575	0.00909223845
935	0.9999440575	0.00909223845
936	0.9999440575	0.009092190325
937	0.9999440575	0.009092181309
938	0.9999440575	0.009092165657
939	0.9999440575	0.009086142231
940	0.9999440575	0.009086069681
941	0.9999440575	0.009086002377
942	0.9999440575	0.009068094303
943	0.9999440575	0.009016309005
944	0.9999440575	0.009016252391
945	0.9999440575	0.009010126652
946	0.9999440575	0.008984903436
947	0.9999440575	0.00894717188
948	0.9999440575	0.008947112722
949	0.9999440575	0.008947034385
950	0.9999440575	0.00891362993
951	0.9999720288	0.008900881507
952	0.9999720288	0.008860590302
953	0.9999720288	0.008860526924
954	0.9999720288	0.008860523456
955	0.9999720288	0.008860503854
956	0.9999720288	0.008860486243
957	0.9999720288	0.008860471327
958	0.9999720288	0.008856864893
959	0.9999720288	0.008856838605
960	0.9999720288	0.008856829117
961	0.9999720288	0.008856818793
962	0.9999720288	0.008856813745
963	0.9999720288	0.008856775927
964	0.9999720288	0.008846849435
965	0.9999720288	0.008804652081
966	0.9999720288	0.008804610063
967	0.9999720288	0.008804410257
968	0.9999720288	0.008804402177
969	0.9999720288	0.008804391561
970	0.9999720288	0.008803123487
971	0.9999720288	0.008801122568
972	0.9999720288	0.008801097073
973	0.9999720288	0.008801084991
974	0.9999720288	0.008801076276
975	0.9999720288	0.008801036235
976	0.9999720288	0.008794366367
977	0.9999720288	0.00878201865
978	0.9999720288	0.008781721987
979	0.9999720288	0.008769817333
980	0.9999720288	0.008744413393
981	0.9999720288	0.008720249874
982	0.9999720288	0.008691958256
983	0.9999720288	0.008691902478
984	0.9999720288	0.008691769299
985	0.9999720288	0.008687856131
986	0.9999720288	0.008682144181
987	0.9999720288	0.00864201081
988	0.9999720288	0.008638703168
989	0.9999720288	0.008638617685
990	0.9999720288	0.008638603902
991	0.9999720288	0.008638590626
992	0.9999720288	0.008638550657
993	0.9999720288	0.008638508667
994	0.9999720288	0.008638495998
995	0.9999720288	0.008636114741
996	0.9999720288	0.008622615656
997	0.9999720288	0.008622585379
998	0.9999720288	0.008616761165
999	0.9999720288	0.008616659121
1000	0.9999720288	0.0086164635
1001	0.9999720288	0.008593121859
1002	0.9999720288	0.008572264021
1003	0.9999720288	0.008541182473
1004	0.9999720288	0.008541182473
1005	0.9999720288	0.008541132445
1006	0.9999720288	0.008540731686
1007	0.9999720288	0.008540731686
1008	0.9999720288	0.00854070363
1009	0.9999720288	0.008538475626
1010	0.9999720288	0.008523660071
1011	0.9999720288	0.008523621101
1012	0.9999720288	0.008521502733
1013	0.9999720288	0.008497235559
1014	0.9999720288	0.00848804849
1015	0.9999720288	0.00848466409
1016	0.9999720288	0.008465686751
1017	0.9999720288	0.008439806111
1018	0.9999720288	0.008439757663
1019	0.9999720288	0.008419832344
1020	0.9999720288	0.008419807319
1021	0.9999720288	0.008419798409
1022	0.9999720288	0.008419785982
1023	0.9999720288	0.008419722228
1024	0.9999720288	0.008417193574
1025	0.9999720288	0.00841715919
1026	0.9999720288	0.008417129973
1027	0.9999720288	0.008417068717
1028	0.9999720288	0.008417064819
1029	0.9999720288	0.008417012497
1030	0.9999720288	0.008416979738
1031	0.9999720288	0.008416956802
1032	0.9999720288	0.008416919224
1033	0.9999720288	0.008416886684
1034	0.9999720288	0.008416869378
1035	0.9999720288	0.008416838941
1036	0.9999720288	0.008416802055
1037	0.9999720288	0.008409450544
1038	0.9999720288	0.008385878453
1039	0.9999720288	0.008385827706
1040	0.9999720288	0.00836756493
1041	0.9999720288	0.008363696383
1042	0.9999720288	0.008363602888
1043	0.9999720288	0.008363582098
1044	0.9999720288	0.008352813671
1045	0.9999720288	0.008329717144
1046	0.9999720288	0.008329648842
1047	0.9999720288	0.008329568711
1048	0.9999720288	0.00832938012
1049	0.9999720288	0.008319605983
1050	0.9999720288	0.008319331585
1051	0.9999720288	0.008319302801
1052	0.9999720288	0.00830799131
1053	0.9999720288	0.008266433229
1054	0.9999720288	0.008253386823
1055	0.9999720288	0.008213449044
1056	0.9999720288	0.008213449044
1057	0.9999720288	0.008213440579
1058	0.9999720288	0.008213431474
1059	0.9999720288	0.008213424331
1060	0.9999720288	0.008213392505
1061	0.9999720288	0.008209800039
1062	0.9999720288	0.008209747739
1063	0.9999720288	0.008208060617
1064	0.9999720288	0.008207884517
1065	0.9999720288	0.008207853498
1066	0.9999720288	0.008207842707
1067	0.9999720288	0.008207566373
1068	0.9999720288	0.008207553831
1069	0.9999720288	0.008207517568
1070	0.9999720288	0.008207496545
1071	0.9999720288	0.008207468648
1072	0.9999720288	0.008207449408
1073	0.9999720288	0.008207387934
1074	0.9999720288	0.008207361706
1075	0.9999720288	0.008207267814
1076	0.9999720288	0.008200218423
1077	0.9999720288	0.008200218423
1078	0.9999720288	0.008200192143
1079	0.9999720288	0.008200143497
1080	0.9999720288	0.008200143497
1081	0.9999720288	0.008200098686
1082	0.9999720288	0.008199892761
1083	0.9999720288	0.008199839627
1084	0.9999720288	0.008199839627
1085	0.9999720288	0.008199416045
1086	0.9999720288	0.008193938615
1087	0.9999720288	0.00818215595
1088	0.9999720288	0.008157941533
1089	0.9999720288	0.008121453214
1090	0.9999720288	0.008121434608
1091	0.9999720288	0.008121401005
1092	0.9999720288	0.008121367543
1093	0.9999720288	0.008121351279
1094	0.9999720288	0.008121274857
1095	0.9999720288	0.008121265224
1096	0.9999720288	0.008121248275
1097	0.9999720288	0.008121239944
1098	0.9999720288	0.008121163276
1099	0.9999720288	0.008121163276
1100	0.9999720288	0.008121067262
1101	0.9999720288	0.008120983282
1102	0.9999720288	0.008120974481
1103	0.9999720288	0.008120942785
1104	0.9999720288	0.008120942785
1105	0.9999720288	0.008110961562
1106	0.9999720288	0.008110961562
1107	0.9999720288	0.00811095963
1108	0.9999720288	0.008110944925
1109	0.9999720288	0.008110928364
1110	0.9999720288	0.00811088684
1111	0.9999720288	0.008110853942
1112	0.9999720288	0.008110849463
1113	0.9999720288	0.008110834831
1114	0.9999720288	0.008110831624
1115	0.9999720288	0.008110769554
1116	0.9999720288	0.008110765076
1117	0.9999720288	0.008110453755
1118	0.9999720288	0.008110382257
1119	0.9999720288	0.008110373381
1120	0.9999720288	0.008110369507
1121	0.9999720288	0.008110360641
1122	0.9999720288	0.008108479067
1123	0.9999720288	0.008108479067
1124	0.9999720288	0.008108448347
1125	0.9999720288	0.008108417578
1126	0.9999720288	0.008108413699
1127	0.9999720288	0.008108405215
1128	0.9999720288	0.008108395981
1129	0.9999720288	0.008108388075
1130	0.9999720288	0.008108325714
1131	0.9999720288	0.008108254988
1132	0.9999720288	0.008108245303
1133	0.9999720288	0.008108241117
1134	0.9999720288	0.008108160323
1135	0.9999720288	0.008108098651
1136	0.9999720288	0.008108038643
1137	0.9999720288	0.008108021357
1138	0.9999720288	0.008108004331
1139	0.9999720288	0.008107975163
1140	0.9999720288	0.008107944913
1141	0.9999720288	0.008107917687
1142	0.9999720288	0.008107900757
1143	0.9999720288	0.008107875076
1144	0.9999720288	0.008107871069
1145	0.9999720288	0.008107840034
1146	0.9999720288	0.008107833931
1147	0.9999720288	0.00810782892
1148	0.9999720288	0.008107794708
1149	0.9999720288	0.008107734867
1150	0.9999720288	0.008107634482
1151	0.9999720288	0.008107602152
1152	0.9999720288	0.0081075853
1153	0.9999720288	0.008107576889
1154	0.9999720288	0.008107499337
1155	0.9999720288	0.008107470467
1156	0.9999720288	0.008107465849
1157	0.9999720288	0.008098597732
1158	0.9999720288	0.008098589151
1159	0.9999720288	0.00809846678
1160	0.9999720288	0.008098450171
1161	0.9999720288	0.008096402012
1162	0.9999720288	0.008096402012
1163	0.9999720288	0.008096270875
1164	0.9999720288	0.008096251405
1165	0.9999720288	0.008096244693
1166	0.9999720288	0.008096225258
1167	0.9999720288	0.008096161999
1168	0.9999720288	0.008096104472
1169	0.9999720288	0.008096047589
1170	0.9999720288	0.008096015054
1171	0.9999720288	0.00809598266
1172	0.9999720288	0.008095973197
1173	0.9999720288	0.008095936256
1174	0.9999720288	0.008095497337
1175	0.9999720288	0.008095481192
1176	0.9999720288	0.008095465081
1177	0.9999720288	0.008095463148
1178	0.9999720288	0.008093032014
1179	0.9999720288	0.008092999954
1180	0.9999720288	0.00809299596
1181	0.9999720288	0.008084716
1182	0.9999720288	0.008059978718
1183	0.9999720288	0.008050384279
1184	0.9999720288	0.008050372626
1185	0.9999720288	0.008050368237
1186	0.9999720288	0.008050352512
1187	0.9999720288	0.00805034901
1188	0.9999720288	0.008050343001
1189	0.9999720288	0.008050263174
1190	0.9999720288	0.008050204296
1191	0.9999720288	0.008050204296
1192	0.9999720288	0.008045758625
1193	0.9999720288	0.008045717787
1194	0.9999720288	0.008045692715
1195	0.9999720288	0.008027790924
1196	0.9999720288	0.007983285075
1197	0.9999720288	0.007983278531
1198	0.9999720288	0.007983271678
1199	0.9999720288	0.007974519972
1200	0.9999720288	0.007974498563
1201	0.9999720288	0.007974492147
1202	0.9999720288	0.007974452856
1203	0.9999720288	0.007974412049
1204	0.9999720288	0.007974359809
1205	0.9999720288	0.007967478719
1206	0.9999720288	0.007935042124
1207	0.9999720288	0.007935032536
1208	0.9999720288	0.007932117985
1209	0.9999720288	0.007932112187
1210	0.9999720288	0.007917425948
1211	0.9999720288	0.007887053338
1212	0.9999720288	0.007873060583
1213	0.9999720288	0.007872995928
1214	0.9999720288	0.0078729666
1215	0.9999720288	0.007872960687
1216	0.9999720288	0.007872927051
1217	0.9999720288	0.007872833335
1218	0.9999720288	0.007871406726
1219	0.9999720288	0.007849540771
1220	0.9999720288	0.007824659304
1221	0.9999720288	0.007824659304
1222	0.9999720288	0.007821496509
1223	0.9999720288	0.007798387763
1224	0.9999720288	0.007789888363
1225	0.9999720288	0.007768232045
1226	0.9999720288	0.007720991976
1227	0.9999720288	0.007720955542
1228	0.9999720288	0.007673234092
1229	0.9999720288	0.007655634446
1230	0.9999720288	0.007655535896
1231	0.9999720288	0.007655517809
1232	0.9999720288	0.007655419948
1233	0.9999720288	0.007655419948
1234	0.9999720288	0.007655405676
1235	0.9999720288	0.007655382876
1236	0.9999720288	0.007655271175
1237	0.9999720288	0.007655176395
1238	0.9999720288	0.007641428107
1239	0.9999720288	0.00764142452
1240	0.9999720288	0.007641399821
1241	0.9999720288	0.00764138939
1242	0.9999720288	0.00764136819
1243	0.9999720288	0.00764136819
1244	0.9999720288	0.007640703213
1245	0.9999720288	0.007640679597
1246	0.9999720288	0.007640673936
1247	0.9999720288	0.007640663184
1248	0.9999720288	0.007640644353
1249	0.9999720288	0.007640644353
1250	0.9999720288	0.007640619772
1251	0.9999720288	0.007632338009
1252	0.9999720288	0.007632324825
1253	0.9999720288	0.007632236683
1254	0.9999720288	0.007619443491
1255	0.9999720288	0.007615148138
1256	0.9999720288	0.007597855717
1257	0.9999720288	0.007597839219
1258	0.9999720288	0.007597412133
1259	0.9999720288	0.00759736609
1260	0.9999720288	0.00759734232
1261	0.9999720288	0.007597282174
1262	0.9999720288	0.007597134027
1263	0.9999720288	0.007574331868
1264	0.9999720288	0.007513486358
1265	0.9999720288	0.007498560559
1266	0.9999720288	0.007498536885
1267	0.9999720288	0.007498515597
1268	0.9999720288	0.007494444332
1269	0.9999720288	0.007494375388
1270	0.9999720288	0.007494328113
1271	0.9999720288	0.007494306871
1272	0.9999720288	0.007494306871
1273	0.9999720288	0.007494278171
1274	0.9999720288	0.007492965804
1275	0.9999720288	0.007492921841
1276	0.9999720288	0.00749288205
1277	0.9999720288	0.007487412766
1278	0.9999720288	0.007487311582
1279	0.9999720288	0.007461522836
1280	0.9999720288	0.007439009124
1281	0.9999720288	0.007438998458
1282	0.9999720288	0.007438994893
1283	0.9999720288	0.007438985659
1284	0.9999720288	0.007438946103
1285	0.9999720288	0.00743894405
1286	0.9999720288	0.007438699541
1287	0.9999720288	0.007438589068
1288	0.9999720288	0.007437220474
1289	0.9999720288	0.00741203878
1290	0.9999720288	0.007406117775
1291	0.9999720288	0.007406098988
1292	0.9999720288	0.007402517812
1293	0.9999720288	0.007372669056
1294	0.9999720288	0.007372669056
1295	0.9999720288	0.0073673409
1296	0.9999720288	0.007367281961
1297	0.9999720288	0.007364853698
1298	0.9999720288	0.00734134146
1299	0.9999720288	0.007341326509
1300	0.9999720288	0.007341296748
1301	0.9999720288	0.007341294563
1302	0.9999720288	0.007341264468
1303	0.9999720288	0.007341186919
1304	0.9999720288	0.007341177909
1305	0.9999720288	0.007341130483
1306	0.9999720288	0.007340993429
1307	0.9999720288	0.007340993429
1308	0.9999720288	0.007340983034
1309	0.9999720288	0.007340954883
1310	0.9999720288	0.007340953208
1311	0.9999720288	0.00734088064
1312	0.9999720288	0.007340866798
1313	0.9999720288	0.007340858667
1314	0.9999720288	0.007340824898
1315	0.9999720288	0.007340814082
1316	0.9999720288	0.007340805522
1317	0.9999720288	0.007340787977
1318	0.9999720288	0.007340767562
1319	0.9999720288	0.007340762867
1320	0.9999720288	0.007340760516
1321	0.9999720288	0.007340730371
1322	0.9999720288	0.007340322153
1323	0.9999720288	0.007340287644
1324	0.9999720288	0.007340267197
1325	0.9999720288	0.007325054655
1326	0.9999720288	0.00729910058
1327	0.9999720288	0.007299084983
1328	0.9999720288	0.007299069068
1329	0.9999720288	0.007298845981
1330	0.9999720288	0.007298807824
1331	0.9999720288	0.007287928975
1332	0.9999720288	0.007261259601
1333	0.9999720288	0.007261229981
1334	0.9999720288	0.007261182731
1335	0.9999720288	0.007261168859
1336	0.9999720288	0.007261154692
1337	0.9999720288	0.007260808855
1338	0.9999720288	0.007260748123
1339	0.9999720288	0.007260735918
1340	0.9999720288	0.007260436404
1341	0.9999720288	0.007260267524
1342	0.9999720288	0.007259656362
1343	0.9999720288	0.007239354144
1344	0.9999720288	0.007239354144
1345	0.9999720288	0.007239315096
1346	0.9999720288	0.007239213973
1347	0.9999720288	0.007239204414
1348	0.9999720288	0.007239196413
1349	0.9999720288	0.007239181233
1350	0.9999720288	0.007239164796
1351	0.9999720288	0.007239107302
1352	0.9999720288	0.007239074315
1353	0.9999720288	0.007239074315
1354	0.9999720288	0.00723403431
1355	0.9999720288	0.007233991898
1356	0.9999720288	0.00723397823
1357	0.9999720288	0.007233873693
1358	0.9999720288	0.007233870644
1359	0.9999720288	0.007233854893
1360	0.9999720288	0.007233816582
1361	0.9999720288	0.007223606942
1362	0.9999720288	0.007219203718
1363	0.9999720288	0.00720151641
1364	0.9999720288	0.007201365666
1365	0.9999720288	0.007201365666
1366	0.9999720288	0.007201365666
1367	0.9999720288	0.007201352523
1368	0.9999720288	0.007197872246
1369	0.9999720288	0.007197835312
1370	0.9999720288	0.007197813918
1371	0.9999720288	0.007195002564
1372	0.9999720288	0.007173323888
1373	0.9999720288	0.007173179754
1374	0.9999720288	0.007173179754
1375	0.9999720288	0.007173165133
1376	0.9999720288	0.007173120942
1377	0.9999720288	0.007173078459
1378	0.9999720288	0.007173057977
1379	0.9999720288	0.007172646352
1380	0.9999720288	0.007172625105
1381	0.9999720288	0.007172600361
1382	0.9999720288	0.007172596655
1383	0.9999720288	0.00717258632
1384	0.9999720288	0.007172569279
1385	0.9999720288	0.007172557167
1386	0.9999720288	0.007172507816
1387	0.9999720288	0.007172425093
1388	0.9999720288	0.007172328601
1389	0.9999720288	0.007172263494
1390	0.9999720288	0.007172263494
1391	0.9999720288	0.00717223447
1392	0.9999720288	0.007164657883
1393	0.9999720288	0.007126577788
1394	0.9999720288	0.007126442039
1395	0.9999720288	0.007126429608
1396	0.9999720288	0.007126395396
1397	0.9999720288	0.007126355073
1398	0.9999720288	0.007124254805
1399	0.9999720288	0.007124247867
1400	0.9999720288	0.007124239748
1401	0.9999720288	0.007121207442
1402	0.9999720288	0.007121065513
1403	0.9999720288	0.007121056671
1404	0.9999720288	0.007110817928
1405	0.9999720288	0.007090912114
1406	0.9999720288	0.007090647179
1407	0.9999720288	0.007069828185
1408	0.9999720288	0.007055104317
1409	0.9999720288	0.007034135261
1410	0.9999720288	0.007034017386
1411	0.9999720288	0.007033973916
1412	0.9999720288	0.007030657205
1413	0.9999720288	0.007030649283
1414	0.9999720288	0.007029629261
1415	0.9999720288	0.007029307192
1416	0.9999720288	0.007029307192
1417	0.9999720288	0.007029274742
1418	0.9999720288	0.007029164098
1419	0.9999720288	0.007029129959
1420	0.9999720288	0.007021361097
1421	0.9999720288	0.00702135201
1422	0.9999720288	0.00702110477
1423	0.9999720288	0.007021070758
1424	0.9999720288	0.007021037705
1425	0.9999720288	0.007020986568
1426	0.9999720288	0.007020935222
1427	0.9999720288	0.007020905976
1428	0.9999720288	0.007020884618
1429	0.9999720288	0.006986617887
1430	0.9999720288	0.006955897518
1431	0.9999720288	0.006955856882
1432	0.9999720288	0.006955829028
1433	0.9999720288	0.00695556907
1434	0.9999720288	0.00695556907
1435	0.9999720288	0.006955534234
1436	0.9999720288	0.00695546597
1437	0.9999720288	0.006955441125
1438	0.9999720288	0.006955432445
1439	0.9999720288	0.00695540767
1440	0.9999720288	0.00695540767
1441	0.9999720288	0.006955380205
1442	0.9999720288	0.006952181684
1443	0.9999720288	0.006929288805
1444	0.9999720288	0.00692927606
1445	0.9999720288	0.00692927606
1446	0.9999720288	0.006929264265
1447	0.9999720288	0.006929212018
1448	0.9999720288	0.006929180012
1449	0.9999720288	0.006929168185
1450	0.9999720288	0.006927418931
1451	0.9999720288	0.006927414084
1452	0.9999720288	0.006927406555
1453	0.9999720288	0.006927393158
1454	0.9999720288	0.006927041886
1455	0.9999720288	0.006927010904
1456	0.9999720288	0.006926994512
1457	0.9999720288	0.006923852544
1458	0.9999720288	0.006923800813
1459	0.9999720288	0.00692377193
1460	0.9999720288	0.006923748533
1461	0.9999720288	0.006923713499
1462	0.9999720288	0.006917721978
1463	0.9999720288	0.00691769237
1464	0.9999720288	0.006917685727
1465	0.9999720288	0.006917683436
1466	0.9999720288	0.006917669637
1467	0.9999720288	0.006917641708
1468	0.9999720288	0.006915187758
1469	0.9999720288	0.006915187758
1470	0.9999720288	0.006915172811
1471	0.9999720288	0.006915163902
1472	0.9999720288	0.006915147784
1473	0.9999720288	0.006911022871
1474	0.9999720288	0.006895780561
1475	0.9999720288	0.006880991427
1476	0.9999720288	0.006880945434
1477	0.9999720288	0.006880878742
1478	0.9999720288	0.006880513646
1479	0.9999720288	0.006878086268
1480	0.9999720288	0.006878077023
1481	0.9999720288	0.006878074579
1482	0.9999720288	0.006878053996
1483	0.9999720288	0.006865577257
1484	0.9999720288	0.006865577257
1485	0.9999720288	0.006865577257
1486	0.9999720288	0.00686555319
1487	0.9999720288	0.006865522418
1488	0.9999720288	0.006865496319
1489	0.9999720288	0.0068654304
1490	0.9999720288	0.006865418176
1491	0.9999720288	0.006865415947
1492	0.9999720288	0.006865388655
1493	0.9999720288	0.006865302975
1494	0.9999720288	0.006865233238
1495	0.9999720288	0.006865169663
1496	0.9999720288	0.006865169663
1497	0.9999720288	0.006865162772
1498	0.9999720288	0.006864644562
1499	0.9999720288	0.006864633214
1500	0.9999720288	0.00686461286
1501	0.9999720288	0.006861163229
1502	0.9999720288	0.006861163229
1503	0.9999720288	0.006859689927
1504	0.9999720288	0.006840333748
1505	0.9999720288	0.006840330677
1506	0.9999720288	0.006840307952
1507	0.9999720288	0.006840307952
1508	0.9999720288	0.006840289577
1509	0.9999720288	0.006840191249
1510	0.9999720288	0.006840159045
1511	0.9999720288	0.006840117136
1512	0.9999720288	0.006840113569
1513	0.9999720288	0.006840096204
1514	0.9999720288	0.006840051753
1515	0.9999720288	0.006840016502
1516	0.9999720288	0.006839869928
1517	0.9999720288	0.00683984296
1518	0.9999720288	0.006839820439
1519	0.9999720288	0.006839791456
1520	0.9999720288	0.006839784049
1521	0.9999720288	0.006839776655
1522	0.9999720288	0.006839741119
1523	0.9999720288	0.006839717494
1524	0.9999720288	0.00683950772
1525	0.9999720288	0.006839492178
1526	0.9999720288	0.006836214267
1527	0.9999720288	0.006836207186
1528	0.9999720288	0.006836171306
1529	0.9999720288	0.006836101131
1530	0.9999720288	0.006831584017
1531	0.9999720288	0.006831516607
1532	0.9999720288	0.00683151132
1533	0.9999720288	0.00683151132
1534	0.9999720288	0.006831505712
1535	0.9999720288	0.006830574404
1536	0.9999720288	0.006830523066
1537	0.9999720288	0.006828242336
1538	0.9999720288	0.006828220198
1539	0.9999720288	0.006828071005
1540	0.9999720288	0.006828056124
1541	0.9999720288	0.006828025787
1542	0.9999720288	0.006828022698
1543	0.9999720288	0.00682796254
1544	0.9999720288	0.006827955722
1545	0.9999720288	0.006827936761
1546	0.9999720288	0.006827920384
1547	0.9999720288	0.006827792441
1548	0.9999720288	0.006827748546
1549	0.9999720288	0.006827738944
1550	0.9999720288	0.006827724927
1551	0.9999720288	0.006827473648
1552	0.9999720288	0.006827349721
1553	0.9999720288	0.006827334144
1554	0.9999720288	0.006827328596
1555	0.9999720288	0.00682731545
1556	0.9999720288	0.006805917117
1557	0.9999720288	0.006796602596
1558	0.9999720288	0.006776366169
1559	0.9999720288	0.006776220152
1560	0.9999720288	0.006776196955
1561	0.9999720288	0.006771018675
1562	0.9999720288	0.006770990099
1563	0.9999720288	0.006770967151
1564	0.9999720288	0.006770967151
1565	0.9999720288	0.006770914528
1566	0.9999720288	0.006747268067
1567	0.9999720288	0.006747228317
1568	0.9999720288	0.006747179456
1569	0.9999720288	0.006747138689
1570	0.9999720288	0.006747116347
1571	0.9999720288	0.006747108018
1572	0.9999720288	0.006747108018
1573	0.9999720288	0.006747086923
1574	0.9999720288	0.006747071889
1575	0.9999720288	0.006747058953
1576	0.9999720288	0.006728611134
1577	0.9999720288	0.006728597581
1578	0.9999720288	0.006728552796
1579	0.9999720288	0.006728536432
1580	0.9999720288	0.006728534178
1581	0.9999720288	0.006728467165
1582	0.9999720288	0.006728467165
1583	0.9999720288	0.00672842709
1584	0.9999720288	0.006728423954
1585	0.9999720288	0.006728390139
1586	0.9999720288	0.006728378339
1587	0.9999720288	0.006728337155
1588	0.9999720288	0.006728246539
1589	0.9999720288	0.006728231088
1590	0.9999720288	0.006728184597
1591	0.9999720288	0.006728166056
1592	0.9999720288	0.006728155669
1593	0.9999720288	0.006728132892
1594	0.9999720288	0.006728099682
1595	0.9999720288	0.006728090442
1596	0.9999720288	0.006728065689
1597	0.9999720288	0.006728065689
1598	0.9999720288	0.006728001979
1599	0.9999720288	0.006727993296
1600	0.9999720288	0.006727932153
1601	0.9999720288	0.006727880797
1602	0.9999720288	0.006727873399
1603	0.9999720288	0.006727782087
1604	0.9999720288	0.00672775351
1605	0.9999720288	0.006727727622
1606	0.9999720288	0.006727718456
1607	0.9999720288	0.006727699857
1608	0.9999720288	0.006723723016
1609	0.9999720288	0.006723701755
1610	0.9999720288	0.006718093687
1611	0.9999720288	0.006718060957
1612	0.9999720288	0.006718049151
1613	0.9999720288	0.006718039331
1614	0.9999720288	0.006718023888
1615	0.9999720288	0.006718020707
1616	0.9999720288	0.0067179525
1617	0.9999720288	0.006717937714
1618	0.9999720288	0.006717909397
1619	0.9999720288	0.006717909397
1620	0.9999720288	0.006717909397
1621	0.9999720288	0.00671641229
1622	0.9999720288	0.006716405892
1623	0.9999720288	0.006716261127
1624	0.9999720288	0.006716231665
1625	0.9999720288	0.006716098457
1626	0.9999720288	0.006716065217
1627	0.9999720288	0.006716002257
1628	0.9999720288	0.006715954688
1629	0.9999720288	0.006715890589
1630	0.9999720288	0.006715824644
1631	0.9999720288	0.006715811547
1632	0.9999720288	0.006715773824
1633	0.9999720288	0.006715742919
1634	0.9999720288	0.006715742919
1635	0.9999720288	0.006715737095
1636	0.9999720288	0.006715709168
1637	0.9999720288	0.006715706935
1638	0.9999720288	0.006714158043
1639	0.9999720288	0.006697831437
1640	0.9999720288	0.006676008307
1641	0.9999720288	0.006676000765
1642	0.9999720288	0.006675988335
1643	0.9999720288	0.00667598136
1644	0.9999720288	0.006675936804
1645	0.9999720288	0.006675927251
1646	0.9999720288	0.006675848224
1647	0.9999720288	0.006669409763
1648	0.9999720288	0.006648027934
1649	0.9999720288	0.006628326486
1650	0.9999720288	0.006628266109
1651	0.9999720288	0.006628257942
1652	0.9999720288	0.006628239277
1653	0.9999720288	0.006628112221
1654	0.9999720288	0.006601732891
1655	0.9999720288	0.00660173095
1656	0.9999720288	0.006601685395
1657	0.9999720288	0.006601674294
1658	0.9999720288	0.006601572086
1659	0.9999720288	0.006601551927
1660	0.9999720288	0.006601282435
1661	0.9999720288	0.006601033828
1662	0.9999720288	0.006601011629
1663	0.9999720288	0.006601011629
1664	0.9999720288	0.006601006867
1665	0.9999720288	0.006600941772
1666	0.9999720288	0.006600933533
1667	0.9999720288	0.006600932087
1668	0.9999720288	0.006600886911
1669	0.9999720288	0.006600878359
1670	0.9999720288	0.006600869402
1671	0.9999720288	0.006600850273
1672	0.9999720288	0.00660084878
1673	0.9999720288	0.006600818419
1674	0.9999720288	0.006600662156
1675	0.9999720288	0.006600658586
1676	0.9999720288	0.006600501266
1677	0.9999720288	0.006597473471
1678	0.9999720288	0.006597454502
1679	0.9999720288	0.006597441187
1680	0.9999720288	0.006596072836
1681	0.9999720288	0.006596058554
1682	0.9999720288	0.006596034217
1683	0.9999720288	0.006595743908
1684	0.9999720288	0.006595738473
1685	0.9999720288	0.00659572385
1686	0.9999720288	0.006595701637
1687	0.9999720288	0.006595701637
1688	0.9999720288	0.00659569246
1689	0.9999720288	0.006595668918
1690	0.9999720288	0.006595642658
1691	0.9999720288	0.006592371215
1692	0.9999720288	0.006592340798
1693	0.9999720288	0.006592032968
1694	0.9999720288	0.006592029282
1695	0.9999720288	0.006592000139
1696	0.9999720288	0.006591952502
1697	0.9999720288	0.006589819991
1698	0.9999720288	0.006589791958
1699	0.9999720288	0.006589783017
1700	0.9999720288	0.006589759587
1701	0.9999720288	0.006589710862
1702	0.9999720288	0.006576224235
1703	0.9999720288	0.006576212677
1704	0.9999720288	0.006576212677
1705	0.9999720288	0.006576202623
1706	0.9999720288	0.006576188358
